Model,Departure Time,Departure Location,Arrival Time,Arrival Location,Delay,Expected Time,Weather,Peak Hour,Bad Weather,Traffic Congestion,Crew Availability Issue
Boeing 737,2024-11-16 09:55:13.355196,JFK,2024-11-16 12:55:13.355196,LAX,False,2024-11-16 12:55:13.355196,Snow,False,True,False,False
Boeing 737,2024-11-19 04:48:13.355205,SEA,2024-11-19 08:20:13.355205,MIA,True,2024-11-19 06:48:13.355205,Fog,False,True,False,True
Boeing 737,2024-10-22 16:50:13.355216,SFO,2024-10-22 19:50:13.355216,LAX,False,2024-10-22 19:50:13.355216,Fog,True,True,False,False
Boeing 737,2024-10-26 14:00:13.355227,ATL,2024-10-26 17:00:13.355227,DEN,False,2024-10-26 17:00:13.355227,Snow,False,True,False,False
Boeing 787,2024-11-09 22:26:13.355239,ORD,2024-11-10 01:26:13.355239,JFK,False,2024-11-10 01:26:13.355239,Fog,False,True,False,False
Boeing 787,2024-10-22 05:04:13.355254,LAS,2024-10-22 11:07:13.355254,DEN,True,2024-10-22 10:04:13.355254,Rain,False,True,False,True
Airbus A350,2024-11-16 01:09:13.355280,JFK,2024-11-16 06:09:13.355280,DEN,False,2024-11-16 06:09:13.355280,Snow,False,True,False,False
Airbus A350,2024-11-02 10:58:13.355289,LAS,2024-11-02 12:58:13.355289,SFO,False,2024-11-02 12:58:13.355289,Thunderstorm,False,True,False,False
Airbus A320,2024-10-22 18:20:13.355298,JFK,2024-10-22 22:50:13.355298,SFO,True,2024-10-22 22:20:13.355298,Clear,True,False,True,True
Boeing 777,2024-11-14 10:23:13.355311,LAS,2024-11-14 15:23:13.355311,JFK,False,2024-11-14 15:23:13.355311,Rain,False,True,False,False
Airbus A320,2024-11-16 02:31:13.355326,DFW,2024-11-16 08:11:13.355326,ATL,True,2024-11-16 06:31:13.355326,Snow,False,True,False,True
Airbus A350,2024-11-07 11:58:13.355340,DFW,2024-11-07 17:19:13.355340,LAS,True,2024-11-07 16:58:13.355340,Clear,False,False,False,True
Airbus A350,2024-11-06 17:47:13.355352,DFW,2024-11-06 23:40:13.355352,JFK,True,2024-11-06 21:47:13.355352,Rain,True,True,False,True
Boeing 777,2024-10-25 21:32:13.355363,JFK,2024-10-26 02:30:13.355363,LAX,True,2024-10-26 00:32:13.355363,Thunderstorm,False,True,False,False
Boeing 737,2024-11-08 06:08:13.355374,SFO,2024-11-08 10:08:13.355374,DEN,False,2024-11-08 10:08:13.355374,Rain,False,True,False,False
Airbus A320,2024-11-10 12:58:13.355383,ATL,2024-11-10 18:58:13.355383,LAS,False,2024-11-10 18:58:13.355383,Rain,False,True,False,False
Airbus A350,2024-10-31 02:31:13.355392,ORD,2024-10-31 07:03:13.355392,DEN,True,2024-10-31 06:31:13.355392,Clear,False,False,False,False
Airbus A350,2024-11-09 13:45:13.355403,JFK,2024-11-09 21:16:13.355403,DFW,True,2024-11-09 19:45:13.355403,Thunderstorm,False,True,False,True
Boeing 787,2024-11-13 05:02:13.355420,ORD,2024-11-13 09:02:13.355420,ATL,False,2024-11-13 09:02:13.355420,Rain,False,True,False,False
Boeing 737,2024-10-21 11:00:13.355433,SFO,2024-10-21 14:54:13.355433,LAS,True,2024-10-21 14:00:13.355433,Snow,False,True,False,True
Boeing 737,2024-11-05 02:13:13.355444,JFK,2024-11-05 05:13:13.355444,DEN,False,2024-11-05 05:13:13.355444,Fog,False,True,False,False
Boeing 787,2024-11-02 06:40:13.355455,SFO,2024-11-02 12:10:13.355455,SEA,True,2024-11-02 11:40:13.355455,Fog,False,True,False,True
Boeing 737,2024-10-31 10:53:13.355473,MIA,2024-10-31 12:53:13.355473,JFK,False,2024-10-31 12:53:13.355473,Rain,False,True,False,False
Boeing 787,2024-11-07 05:08:13.355486,ORD,2024-11-07 11:08:13.355486,LAX,False,2024-11-07 11:08:13.355486,Clear,False,False,False,False
Boeing 787,2024-10-26 03:53:13.355500,ORD,2024-10-26 08:27:13.355500,DEN,True,2024-10-26 07:53:13.355500,Fog,False,True,False,False
Boeing 777,2024-10-24 04:12:13.355517,MIA,2024-10-24 10:12:13.355517,DFW,False,2024-10-24 10:12:13.355517,Rain,False,True,False,False
Boeing 737,2024-11-03 05:05:13.355525,SFO,2024-11-03 11:05:13.355525,JFK,False,2024-11-03 11:05:13.355525,Rain,False,True,False,False
Boeing 737,2024-10-26 23:05:13.355534,JFK,2024-10-27 01:05:13.355534,MIA,False,2024-10-27 01:05:13.355534,Clear,False,False,False,False
Boeing 777,2024-11-06 00:03:13.355546,ATL,2024-11-06 02:03:13.355546,LAS,False,2024-11-06 02:03:13.355546,Rain,False,True,False,False
Boeing 777,2024-10-26 16:49:13.355559,ATL,2024-10-26 20:49:13.355559,SFO,False,2024-10-26 20:49:13.355559,Fog,True,True,False,False
Airbus A320,2024-10-26 01:29:13.355582,MIA,2024-10-26 05:04:13.355582,JFK,True,2024-10-26 03:29:13.355582,Snow,False,True,False,False
Airbus A350,2024-10-22 15:39:13.355600,DFW,2024-10-22 21:39:13.355600,SEA,False,2024-10-22 21:39:13.355600,Thunderstorm,False,True,False,False
Boeing 787,2024-11-05 11:52:13.355617,SEA,2024-11-05 18:06:13.355617,DFW,True,2024-11-05 16:52:13.355617,Thunderstorm,False,True,False,True
Boeing 737,2024-10-26 09:38:13.355629,DEN,2024-10-26 12:53:13.355629,ORD,True,2024-10-26 12:38:13.355629,Fog,False,True,False,True
Boeing 787,2024-11-16 22:03:13.355640,DFW,2024-11-17 02:24:13.355640,ORD,True,2024-11-17 02:03:13.355640,Fog,False,True,False,False
Airbus A350,2024-11-06 17:45:13.355651,SFO,2024-11-06 19:45:13.355651,MIA,False,2024-11-06 19:45:13.355651,Clear,True,False,False,False
Airbus A320,2024-11-19 06:23:13.355660,ORD,2024-11-19 08:23:13.355660,LAX,False,2024-11-19 08:23:13.355660,Thunderstorm,False,True,False,False
Boeing 777,2024-11-02 23:18:13.355670,ATL,2024-11-03 05:18:13.355670,MIA,False,2024-11-03 05:18:13.355670,Clear,False,False,False,False
Airbus A320,2024-10-25 22:25:13.355681,MIA,2024-10-26 04:25:13.355681,DEN,True,2024-10-26 03:25:13.355681,Snow,False,True,False,True
Boeing 737,2024-11-18 13:48:13.355692,DEN,2024-11-18 17:48:13.355692,MIA,False,2024-11-18 17:48:13.355692,Snow,False,True,False,False
Boeing 777,2024-11-17 09:55:13.355701,DEN,2024-11-17 13:55:13.355701,LAX,False,2024-11-17 13:55:13.355701,Snow,False,True,False,False
Boeing 777,2024-10-27 17:00:13.355710,ATL,2024-10-27 22:00:13.355710,LAX,False,2024-10-27 22:00:13.355710,Thunderstorm,True,True,False,False
Boeing 737,2024-10-23 12:32:13.355719,LAS,2024-10-23 18:32:13.355719,ORD,False,2024-10-23 18:32:13.355719,Rain,False,True,False,False
Airbus A350,2024-10-26 09:43:13.355728,SEA,2024-10-26 13:24:13.355728,JFK,True,2024-10-26 12:43:13.355728,Clear,False,False,False,False
Boeing 737,2024-10-29 14:39:13.355741,SFO,2024-10-29 19:39:13.355741,DFW,False,2024-10-29 19:39:13.355741,Clear,False,False,False,False
Boeing 737,2024-11-05 22:15:13.355749,DFW,2024-11-06 01:15:13.355749,ATL,False,2024-11-06 01:15:13.355749,Thunderstorm,False,True,False,False
Airbus A350,2024-10-26 11:34:13.355758,SFO,2024-10-26 13:34:13.355758,ATL,False,2024-10-26 13:34:13.355758,Clear,False,False,False,False
Boeing 787,2024-11-17 21:36:13.355767,JFK,2024-11-18 02:08:13.355767,DFW,True,2024-11-18 00:36:13.355767,Rain,False,True,False,True
Boeing 777,2024-10-21 23:47:13.355923,ATL,2024-10-22 06:19:13.355923,SEA,True,2024-10-22 04:47:13.355923,Rain,False,True,False,True
Airbus A320,2024-11-13 01:28:13.355947,MIA,2024-11-13 05:28:13.355947,SFO,False,2024-11-13 05:28:13.355947,Fog,False,True,False,False
Boeing 777,2024-10-27 17:06:13.355961,DEN,2024-10-27 23:06:13.355961,MIA,False,2024-10-27 23:06:13.355961,Thunderstorm,True,True,True,False
Boeing 737,2024-11-07 23:25:13.355972,LAS,2024-11-08 05:25:13.355972,SFO,False,2024-11-08 05:25:13.355972,Snow,False,True,False,False
Boeing 737,2024-10-31 11:27:13.355980,DEN,2024-10-31 15:27:13.355980,LAX,False,2024-10-31 15:27:13.355980,Snow,False,True,False,False
Boeing 777,2024-11-06 10:44:13.355992,DFW,2024-11-06 12:44:13.355992,ORD,False,2024-11-06 12:44:13.355992,Snow,False,True,False,False
Airbus A320,2024-10-30 11:45:13.356025,JFK,2024-10-30 16:45:13.356025,LAS,False,2024-10-30 16:45:13.356025,Fog,False,True,False,False
Boeing 737,2024-11-01 02:32:13.356035,SEA,2024-11-01 05:32:13.356035,DFW,False,2024-11-01 05:32:13.356035,Snow,False,True,False,False
Airbus A350,2024-11-17 00:43:13.356044,MIA,2024-11-17 07:30:13.356044,ORD,True,2024-11-17 06:43:13.356044,Clear,False,False,False,False
Airbus A320,2024-11-14 08:30:13.356055,MIA,2024-11-14 13:08:13.356055,SEA,True,2024-11-14 12:30:13.356055,Snow,True,True,True,False
Boeing 787,2024-10-29 21:05:13.356067,SFO,2024-10-30 03:15:13.356067,ATL,True,2024-10-30 02:05:13.356067,Clear,False,False,False,True
Boeing 787,2024-10-25 00:11:13.356082,DFW,2024-10-25 06:11:13.356082,SEA,False,2024-10-25 06:11:13.356082,Fog,False,True,False,False
Boeing 737,2024-10-27 13:13:13.356097,ORD,2024-10-27 19:13:13.356097,DFW,False,2024-10-27 19:13:13.356097,Rain,False,True,False,False
Boeing 777,2024-11-05 13:27:13.356112,ORD,2024-11-05 16:27:13.356112,LAX,False,2024-11-05 16:27:13.356112,Clear,False,False,False,False
Boeing 737,2024-10-27 08:23:13.356121,DEN,2024-10-27 11:23:13.356121,MIA,False,2024-10-27 11:23:13.356121,Clear,True,False,True,False
Airbus A350,2024-11-02 16:17:13.356131,ATL,2024-11-02 21:31:13.356131,DEN,True,2024-11-02 21:17:13.356131,Thunderstorm,True,True,True,False
Boeing 737,2024-10-27 03:30:13.356142,SFO,2024-10-27 06:08:13.356142,SEA,True,2024-10-27 05:30:13.356142,Snow,False,True,False,False
Airbus A320,2024-11-06 21:06:13.356154,LAX,2024-11-07 02:01:13.356154,DEN,True,2024-11-07 00:06:13.356154,Clear,False,False,False,False
Boeing 777,2024-11-09 19:08:13.356174,DEN,2024-11-10 01:01:13.356174,SEA,True,2024-11-10 00:08:13.356174,Fog,False,True,False,False
Airbus A320,2024-10-21 10:01:13.356185,ORD,2024-10-21 14:44:13.356185,DEN,True,2024-10-21 13:01:13.356185,Clear,False,False,False,True
Boeing 737,2024-11-02 23:03:13.356196,SFO,2024-11-03 06:29:13.356196,JFK,True,2024-11-03 05:03:13.356196,Clear,False,False,False,True
Boeing 737,2024-11-03 17:11:13.356208,JFK,2024-11-03 19:11:13.356208,ORD,False,2024-11-03 19:11:13.356208,Fog,True,True,True,False
Airbus A320,2024-11-03 23:53:13.356218,JFK,2024-11-04 05:53:13.356218,SFO,False,2024-11-04 05:53:13.356218,Thunderstorm,False,True,False,False
Airbus A350,2024-11-16 06:19:13.356226,ORD,2024-11-16 13:05:13.356226,DEN,True,2024-11-16 12:19:13.356226,Clear,False,False,False,True
Boeing 787,2024-11-14 11:40:13.356237,DFW,2024-11-14 18:35:13.356237,MIA,True,2024-11-14 17:40:13.356237,Fog,False,True,False,False
Airbus A320,2024-11-05 09:31:13.356247,JFK,2024-11-05 14:31:13.356247,SEA,False,2024-11-05 14:31:13.356247,Rain,False,True,False,False
Boeing 737,2024-11-19 06:40:13.356256,JFK,2024-11-19 12:40:13.356256,ORD,False,2024-11-19 12:40:13.356256,Rain,False,True,False,False
Boeing 737,2024-11-14 01:53:13.356265,LAS,2024-11-14 07:01:13.356265,LAX,True,2024-11-14 05:53:13.356265,Snow,False,True,False,False
Boeing 787,2024-11-16 08:42:13.356275,JFK,2024-11-16 10:42:13.356275,ORD,False,2024-11-16 10:42:13.356275,Snow,True,True,False,False
Boeing 787,2024-11-17 03:47:13.356285,LAX,2024-11-17 07:39:13.356285,ORD,True,2024-11-17 06:47:13.356285,Snow,False,True,False,False
Airbus A350,2024-11-01 12:58:13.356296,MIA,2024-11-01 14:58:13.356296,LAX,False,2024-11-01 14:58:13.356296,Fog,False,True,False,False
Boeing 787,2024-11-12 18:38:13.356305,MIA,2024-11-13 00:02:13.356305,DEN,True,2024-11-12 23:38:13.356305,Rain,True,True,True,True
Boeing 737,2024-11-15 21:30:13.356323,ATL,2024-11-16 03:58:13.356323,LAS,True,2024-11-16 02:30:13.356323,Fog,False,True,False,False
Airbus A350,2024-11-05 17:54:13.356342,JFK,2024-11-05 22:54:13.356342,DFW,False,2024-11-05 22:54:13.356342,Clear,True,False,True,False
Boeing 777,2024-11-13 00:20:13.356356,SFO,2024-11-13 07:55:13.356356,JFK,True,2024-11-13 06:20:13.356356,Snow,False,True,False,True
Boeing 787,2024-11-02 00:30:13.356374,DFW,2024-11-02 07:27:13.356374,LAS,True,2024-11-02 05:30:13.356374,Thunderstorm,False,True,False,True
Boeing 737,2024-11-17 18:41:13.356385,ORD,2024-11-18 00:00:13.356385,SEA,True,2024-11-17 23:41:13.356385,Fog,True,True,False,True
Boeing 777,2024-11-06 10:22:13.356397,MIA,2024-11-06 15:22:13.356397,JFK,False,2024-11-06 15:22:13.356397,Rain,False,True,False,False
Boeing 737,2024-11-15 21:15:13.356405,DEN,2024-11-15 23:15:13.356405,LAS,False,2024-11-15 23:15:13.356405,Fog,False,True,False,False
Boeing 777,2024-11-13 22:48:13.356414,LAX,2024-11-14 00:48:13.356414,LAS,False,2024-11-14 00:48:13.356414,Fog,False,True,False,False
Boeing 737,2024-10-21 05:37:13.356423,LAS,2024-10-21 11:37:13.356423,SEA,False,2024-10-21 11:37:13.356423,Thunderstorm,False,True,False,False
Airbus A350,2024-10-31 14:39:13.356432,DFW,2024-10-31 18:37:13.356432,LAS,True,2024-10-31 16:39:13.356432,Fog,False,True,False,False
Airbus A350,2024-11-13 00:10:13.356443,SEA,2024-11-13 05:32:13.356443,DEN,True,2024-11-13 05:10:13.356443,Rain,False,True,False,True
Boeing 777,2024-11-07 19:10:13.356454,SFO,2024-11-07 21:41:13.356454,MIA,True,2024-11-07 21:10:13.356454,Fog,False,True,False,True
Boeing 787,2024-11-09 08:59:13.356465,LAX,2024-11-09 10:59:13.356465,SFO,False,2024-11-09 10:59:13.356465,Rain,True,True,False,False
Airbus A320,2024-11-14 15:49:13.356479,SFO,2024-11-14 23:37:13.356479,LAX,True,2024-11-14 21:49:13.356479,Fog,False,True,False,False
Airbus A350,2024-11-05 03:20:13.356494,LAS,2024-11-05 05:20:13.356494,ORD,False,2024-11-05 05:20:13.356494,Thunderstorm,False,True,False,False
Boeing 787,2024-11-12 20:58:13.356504,LAS,2024-11-13 00:57:13.356504,ORD,True,2024-11-12 23:58:13.356504,Thunderstorm,False,True,False,False
Airbus A350,2024-11-10 01:35:13.356515,ATL,2024-11-10 04:35:13.356515,DEN,False,2024-11-10 04:35:13.356515,Fog,False,True,False,False
Boeing 777,2024-11-15 06:55:13.356531,MIA,2024-11-15 11:55:13.356531,LAS,False,2024-11-15 11:55:13.356531,Thunderstorm,False,True,False,False
Boeing 777,2024-10-27 09:26:13.356546,LAS,2024-10-27 13:26:13.356546,DFW,False,2024-10-27 13:26:13.356546,Rain,False,True,False,False
Airbus A320,2024-11-12 23:07:13.356562,LAS,2024-11-13 01:07:13.356562,SEA,False,2024-11-13 01:07:13.356562,Thunderstorm,False,True,False,False
Boeing 787,2024-11-12 02:44:13.356578,SEA,2024-11-12 08:44:13.356578,ATL,False,2024-11-12 08:44:13.356578,Fog,False,True,False,False
Boeing 737,2024-10-21 14:56:13.356588,LAS,2024-10-21 17:31:13.356588,LAX,True,2024-10-21 16:56:13.356588,Snow,False,True,False,True
Boeing 777,2024-11-16 04:31:13.356606,MIA,2024-11-16 10:17:13.356606,ORD,True,2024-11-16 08:31:13.356606,Thunderstorm,False,True,False,True
Boeing 777,2024-11-10 00:34:13.356623,DEN,2024-11-10 08:19:13.356623,LAX,True,2024-11-10 06:34:13.356623,Thunderstorm,False,True,False,False
Airbus A320,2024-11-12 23:50:13.356634,LAS,2024-11-13 04:50:13.356634,MIA,False,2024-11-13 04:50:13.356634,Fog,False,True,False,False
Boeing 777,2024-10-22 02:03:13.356643,LAS,2024-10-22 05:03:13.356643,JFK,False,2024-10-22 05:03:13.356643,Rain,False,True,False,False
Boeing 777,2024-11-13 21:59:13.356653,SEA,2024-11-14 00:59:13.356653,LAS,False,2024-11-14 00:59:13.356653,Fog,False,True,False,False
Airbus A320,2024-10-27 02:19:13.356681,LAX,2024-10-27 04:19:13.356681,DFW,False,2024-10-27 04:19:13.356681,Clear,False,False,False,False
Boeing 787,2024-10-29 06:57:13.356696,MIA,2024-10-29 12:57:13.356696,SEA,False,2024-10-29 12:57:13.356696,Clear,False,False,False,False
Boeing 777,2024-10-22 07:46:13.356710,DEN,2024-10-22 13:35:13.356710,ORD,True,2024-10-22 11:46:13.356710,Thunderstorm,True,True,False,False
Airbus A350,2024-10-24 01:07:13.356724,LAS,2024-10-24 07:40:13.356724,SFO,True,2024-10-24 07:07:13.356724,Thunderstorm,False,True,False,True
Airbus A350,2024-11-07 20:12:13.356734,ORD,2024-11-07 22:12:13.356734,DEN,False,2024-11-07 22:12:13.356734,Rain,False,True,False,False
Airbus A320,2024-11-01 12:00:13.356743,SFO,2024-11-01 18:00:13.356743,ATL,False,2024-11-01 18:00:13.356743,Thunderstorm,False,True,False,False
Boeing 737,2024-11-04 10:44:13.356752,LAX,2024-11-04 16:59:13.356752,ATL,True,2024-11-04 16:44:13.356752,Snow,False,True,False,False
Boeing 737,2024-11-08 02:05:13.356763,ATL,2024-11-08 04:05:13.356763,MIA,False,2024-11-08 04:05:13.356763,Thunderstorm,False,True,False,False
Airbus A350,2024-10-22 12:44:13.356772,DEN,2024-10-22 15:44:13.356772,LAS,False,2024-10-22 15:44:13.356772,Thunderstorm,False,True,False,False
Boeing 737,2024-11-14 20:21:13.356781,LAX,2024-11-14 22:57:13.356781,DFW,True,2024-11-14 22:21:13.356781,Rain,False,True,False,False
Boeing 737,2024-11-17 01:43:13.356793,DFW,2024-11-17 08:28:13.356793,SEA,True,2024-11-17 06:43:13.356793,Rain,False,True,False,True
Boeing 787,2024-10-23 04:50:13.356804,SFO,2024-10-23 07:50:13.356804,JFK,False,2024-10-23 07:50:13.356804,Thunderstorm,False,True,False,False
Boeing 737,2024-11-19 11:13:13.356813,SEA,2024-11-19 16:13:13.356813,DFW,False,2024-11-19 16:13:13.356813,Fog,False,True,False,False
Boeing 787,2024-11-02 23:54:13.356821,SFO,2024-11-03 07:26:13.356821,JFK,True,2024-11-03 05:54:13.356821,Thunderstorm,False,True,False,True
Airbus A350,2024-11-01 18:53:13.356832,JFK,2024-11-01 22:53:13.356832,ORD,False,2024-11-01 22:53:13.356832,Thunderstorm,True,True,True,False
Boeing 777,2024-11-02 23:48:13.356842,DEN,2024-11-03 06:06:13.356842,ATL,True,2024-11-03 04:48:13.356842,Rain,False,True,False,True
Boeing 787,2024-11-10 07:06:13.356852,LAS,2024-11-10 12:26:13.356852,MIA,True,2024-11-10 11:06:13.356852,Thunderstorm,True,True,True,True
Boeing 737,2024-11-07 19:52:13.356864,JFK,2024-11-08 01:37:13.356864,DEN,True,2024-11-07 23:52:13.356864,Snow,False,True,False,True
Boeing 787,2024-10-26 08:01:13.356876,LAS,2024-10-26 14:01:13.356876,ORD,False,2024-10-26 14:01:13.356876,Rain,True,True,True,False
Airbus A320,2024-11-17 20:16:13.356891,SEA,2024-11-18 03:03:13.356891,JFK,True,2024-11-18 02:16:13.356891,Clear,False,False,False,False
Boeing 737,2024-10-31 13:55:13.356909,DFW,2024-10-31 17:41:13.356909,LAS,True,2024-10-31 16:55:13.356909,Thunderstorm,False,True,False,True
Airbus A320,2024-11-04 13:26:13.356923,SFO,2024-11-04 18:48:13.356923,LAS,True,2024-11-04 17:26:13.356923,Thunderstorm,False,True,False,False
Boeing 777,2024-10-21 13:02:13.356941,ATL,2024-10-21 16:02:13.356941,ORD,False,2024-10-21 16:02:13.356941,Snow,False,True,False,False
Boeing 777,2024-11-18 18:16:13.356951,ORD,2024-11-18 23:16:13.356951,ATL,False,2024-11-18 23:16:13.356951,Snow,True,True,False,False
Airbus A350,2024-11-10 21:52:13.356960,LAX,2024-11-11 03:10:13.356960,DFW,True,2024-11-11 01:52:13.356960,Rain,False,True,False,False
Boeing 737,2024-11-17 19:27:13.356971,LAX,2024-11-17 21:27:13.356971,JFK,False,2024-11-17 21:27:13.356971,Thunderstorm,False,True,False,False
Airbus A320,2024-10-29 20:44:13.356980,JFK,2024-10-30 02:44:13.356980,SEA,False,2024-10-30 02:44:13.356980,Rain,False,True,False,False
Boeing 777,2024-11-18 21:33:13.356996,ATL,2024-11-19 02:42:13.356996,DFW,True,2024-11-19 01:33:13.356996,Thunderstorm,False,True,False,True
Boeing 787,2024-10-22 00:02:13.357011,SFO,2024-10-22 07:48:13.357011,SEA,True,2024-10-22 06:02:13.357011,Thunderstorm,False,True,False,True
Boeing 787,2024-11-08 21:29:13.357029,ORD,2024-11-09 00:29:13.357029,DFW,False,2024-11-09 00:29:13.357029,Snow,False,True,False,False
Boeing 737,2024-10-28 05:03:13.357040,DFW,2024-10-28 09:18:13.357040,LAS,True,2024-10-28 09:03:13.357040,Rain,False,True,False,False
Boeing 787,2024-11-18 03:49:13.357051,DEN,2024-11-18 09:29:13.357051,LAS,True,2024-11-18 07:49:13.357051,Thunderstorm,False,True,False,False
Boeing 777,2024-11-08 08:11:13.357065,SEA,2024-11-08 13:11:13.357065,LAS,False,2024-11-08 13:11:13.357065,Thunderstorm,True,True,True,False
Airbus A350,2024-11-19 10:20:13.357085,MIA,2024-11-19 15:20:13.357085,DEN,False,2024-11-19 15:20:13.357085,Snow,False,True,False,False
Boeing 787,2024-11-06 07:15:13.357098,DEN,2024-11-06 10:34:13.357098,JFK,True,2024-11-06 10:15:13.357098,Thunderstorm,True,True,False,True
Airbus A320,2024-11-01 22:32:13.357109,ORD,2024-11-02 01:35:13.357109,DFW,True,2024-11-02 00:32:13.357109,Snow,False,True,False,True
Boeing 787,2024-10-27 20:57:13.357120,DEN,2024-10-28 02:38:13.357120,LAS,True,2024-10-28 01:57:13.357120,Clear,False,False,False,True
Airbus A350,2024-10-25 23:19:13.357131,SEA,2024-10-26 01:36:13.357131,ORD,True,2024-10-26 01:19:13.357131,Rain,False,True,False,False
Airbus A320,2024-11-09 21:27:13.357142,LAS,2024-11-09 23:27:13.357142,ATL,False,2024-11-09 23:27:13.357142,Clear,False,False,False,False
Airbus A320,2024-11-17 17:57:13.357153,DEN,2024-11-17 20:57:13.357153,LAS,False,2024-11-17 20:57:13.357153,Thunderstorm,True,True,True,False
Airbus A350,2024-10-29 08:33:13.357169,ORD,2024-10-29 12:33:13.357169,SEA,False,2024-10-29 12:33:13.357169,Thunderstorm,True,True,True,False
Airbus A320,2024-10-25 05:48:13.357184,ATL,2024-10-25 08:48:13.357184,DEN,False,2024-10-25 08:48:13.357184,Rain,False,True,False,False
Airbus A350,2024-11-05 22:25:13.357193,LAX,2024-11-06 00:46:13.357193,DFW,True,2024-11-06 00:25:13.357193,Fog,False,True,False,True
Airbus A350,2024-11-19 00:28:13.357204,LAS,2024-11-19 05:28:13.357204,JFK,False,2024-11-19 05:28:13.357204,Snow,False,True,False,False
Boeing 737,2024-10-28 18:37:13.357213,LAS,2024-10-28 23:37:13.357213,ATL,False,2024-10-28 23:37:13.357213,Thunderstorm,True,True,True,False
Boeing 787,2024-11-05 10:45:13.357223,ORD,2024-11-05 12:45:13.357223,SFO,False,2024-11-05 12:45:13.357223,Thunderstorm,False,True,False,False
Airbus A350,2024-10-27 03:32:13.357232,ATL,2024-10-27 06:48:13.357232,MIA,True,2024-10-27 05:32:13.357232,Clear,False,False,False,False
Airbus A320,2024-11-01 05:56:13.357243,SFO,2024-11-01 10:56:13.357243,DEN,False,2024-11-01 10:56:13.357243,Snow,False,True,False,False
Airbus A350,2024-11-09 11:30:13.357251,ATL,2024-11-09 17:32:13.357251,SFO,True,2024-11-09 16:30:13.357251,Thunderstorm,False,True,False,False
Airbus A320,2024-11-07 18:03:13.357262,SFO,2024-11-07 22:03:13.357262,SEA,False,2024-11-07 22:03:13.357262,Fog,True,True,True,False
Boeing 737,2024-11-16 00:57:13.357272,DFW,2024-11-16 04:12:13.357272,LAS,True,2024-11-16 02:57:13.357272,Fog,False,True,False,False
Airbus A350,2024-10-26 15:27:13.357283,SEA,2024-10-26 19:22:13.357283,JFK,True,2024-10-26 17:27:13.357283,Rain,False,True,False,False
Airbus A350,2024-10-23 11:01:13.357293,ATL,2024-10-23 16:28:13.357293,LAX,True,2024-10-23 15:01:13.357293,Clear,False,False,False,False
Boeing 787,2024-10-31 01:25:13.357304,SEA,2024-10-31 04:56:13.357304,LAS,True,2024-10-31 03:25:13.357304,Fog,False,True,False,False
Boeing 737,2024-10-30 08:49:13.357315,DFW,2024-10-30 16:17:13.357315,SEA,True,2024-10-30 14:49:13.357315,Rain,True,True,True,False
Airbus A320,2024-10-23 11:36:13.357326,JFK,2024-10-23 16:36:13.357326,DFW,False,2024-10-23 16:36:13.357326,Fog,False,True,False,False
Boeing 787,2024-11-06 03:34:13.357334,SEA,2024-11-06 06:54:13.357334,DFW,True,2024-11-06 05:34:13.357334,Snow,False,True,False,False
Boeing 777,2024-11-09 09:16:13.357346,MIA,2024-11-09 14:59:13.357346,DFW,True,2024-11-09 14:16:13.357346,Rain,False,True,False,False
Airbus A350,2024-10-23 19:05:13.357357,LAX,2024-10-24 00:57:13.357357,SEA,True,2024-10-23 23:05:13.357357,Thunderstorm,False,True,False,False
Airbus A350,2024-11-12 17:11:13.357369,SEA,2024-11-12 23:11:13.357369,MIA,False,2024-11-12 23:11:13.357369,Rain,True,True,False,False
Boeing 787,2024-11-05 06:03:13.357384,DEN,2024-11-05 08:03:13.357384,JFK,False,2024-11-05 08:03:13.357384,Rain,False,True,False,False
Airbus A320,2024-11-01 19:21:13.357399,SFO,2024-11-01 21:21:13.357399,DEN,False,2024-11-01 21:21:13.357399,Rain,False,True,False,False
Boeing 777,2024-11-12 02:39:13.357414,LAX,2024-11-12 07:59:13.357414,DEN,True,2024-11-12 06:39:13.357414,Rain,False,True,False,False
Boeing 777,2024-11-18 21:04:13.357430,SFO,2024-11-19 01:17:13.357430,DFW,True,2024-11-19 00:04:13.357430,Rain,False,True,False,True
Airbus A320,2024-10-28 09:40:13.357447,MIA,2024-10-28 12:40:13.357447,DFW,False,2024-10-28 12:40:13.357447,Rain,False,True,False,False
Boeing 737,2024-11-12 00:18:13.357456,LAX,2024-11-12 08:05:13.357456,ORD,True,2024-11-12 06:18:13.357456,Thunderstorm,False,True,False,True
Boeing 787,2024-11-05 21:42:13.357467,SFO,2024-11-06 01:42:13.357467,ATL,False,2024-11-06 01:42:13.357467,Rain,False,True,False,False
Airbus A350,2024-10-28 20:55:13.357476,MIA,2024-10-28 22:55:13.357476,DEN,False,2024-10-28 22:55:13.357476,Fog,False,True,False,False
Airbus A350,2024-11-01 15:42:13.357485,JFK,2024-11-01 18:42:13.357485,SEA,False,2024-11-01 18:42:13.357485,Clear,False,False,False,False
Airbus A350,2024-11-12 02:47:13.357494,DEN,2024-11-12 05:47:13.357494,SFO,False,2024-11-12 05:47:13.357494,Thunderstorm,False,True,False,False
Boeing 737,2024-11-09 10:58:13.357503,SFO,2024-11-09 16:58:13.357503,ATL,False,2024-11-09 16:58:13.357503,Rain,False,True,False,False
